sourceTypeID,roadTypeID,dayID,hourID,hourVMTFraction
11,1,2,1,0.021473899483680725
11,1,2,2,0.014442799612879753
11,1,2,3,0.010968400165438652
11,1,2,4,0.007494510151445866
11,1,2,5,0.006838549859821796
11,1,2,6,0.010358800180256367
11,1,2,7,0.018430400639772415
11,1,2,8,0.02681170031428337
11,1,2,9,0.036385200917720795
11,1,2,10,0.04754069820046425
11,1,2,11,0.05746639892458916
11,1,2,12,0.06507860124111176
11,1,2,13,0.07132279872894287
11,1,2,14,0.07149170339107513
11,1,2,15,0.0717225968837738
11,1,2,16,0.07200609892606735
11,1,2,17,0.07114870101213455
11,1,2,18,0.06788740307092667
11,1,2,19,0.06177179887890816
11,1,2,20,0.05168820172548294
11,1,2,21,0.042865801602602005
11,1,2,22,0.03803019970655441
11,1,2,23,0.032207198441028595
11,1,2,24,0.024567700922489166
11,1,5,1,0.009862110018730164
11,1,5,2,0.006272479891777039
11,1,5,3,0.005057670176029205
11,1,5,4,0.004666860215365887
11,1,5,5,0.00699468981474638
11,1,5,6,0.018494000658392906
11,1,5,7,0.04595649987459183
11,1,5,8,0.06964439898729324
11,1,5,9,0.06082789972424507
11,1,5,10,0.050286199897527695
11,1,5,11,0.049935098737478256
11,1,5,12,0.05436540022492409
11,1,5,13,0.05764620006084442
11,1,5,14,0.058031901717185974
11,1,5,15,0.06225540116429329
11,1,5,16,0.07100489735603333
11,1,5,17,0.07697249948978424
11,1,5,18,0.07743199914693832
11,1,5,19,0.059783000499010086
11,1,5,20,0.04439229890704155
11,1,5,21,0.03544579818844795
11,1,5,22,0.03182400017976761
11,1,5,23,0.024941900745034218
11,1,5,24,0.017906799912452698
11,2,2,1,0.016421299427747726
11,2,2,2,0.011192100122570992
11,2,2,3,0.008541500195860863
11,2,2,4,0.006793280132114887
11,2,2,5,0.007218940183520317
11,2,2,6,0.010761899873614311
11,2,2,7,0.017680000513792038
11,2,2,8,0.026875099167227745
11,2,2,9,0.03865870088338852
11,2,2,10,0.05223890021443367
11,2,2,11,0.06317389756441116
11,2,2,12,0.06994350254535675
11,2,2,13,0.072933197021484375
11,2,2,14,0.0731218010187149
11,2,2,15,0.0736159011721611
11,2,2,16,0.07446079701185226
11,2,2,17,0.07421649992465973
11,2,2,18,0.07000909745693207
11,2,2,19,0.061403799802064896
11,2,2,20,0.050504300743341446
11,2,2,21,0.0412072017788887
11,2,2,22,0.03363730013370514
11,2,2,23,0.026224300265312195
11,2,2,24,0.019166599959135056
11,2,5,1,0.010774100199341774
11,2,5,2,0.007643760181963444
11,2,5,3,0.006546409800648689
11,2,5,4,0.006634859833866358
11,2,5,5,0.00953998975455761
11,2,5,6,0.020055100321769714
11,2,5,7,0.04102950170636177
11,2,5,8,0.057972200214862823
11,2,5,9,0.053471099585294724
11,2,5,10,0.05254780128598213
11,2,5,11,0.055060699582099915
11,2,5,12,0.0576740987598896
11,2,5,13,0.05914289876818657
11,2,5,14,0.060801900923252106
11,2,5,15,0.06529849767684937
11,2,5,16,0.07260820269584656
11,2,5,17,0.07738170027732849
11,2,5,18,0.0754816010594368
11,2,5,19,0.058705899864435196
11,2,5,20,0.043986398726701736
11,2,5,21,0.03573089838027954
11,2,5,22,0.03074279986321926
11,2,5,23,0.02385210059583187
11,2,5,24,0.017317699268460274
11,3,2,1,0.016421299427747726
11,3,2,2,0.011192100122570992
11,3,2,3,0.008541500195860863
11,3,2,4,0.006793280132114887
11,3,2,5,0.007218940183520317
11,3,2,6,0.010761899873614311
11,3,2,7,0.017680000513792038
11,3,2,8,0.026875099167227745
11,3,2,9,0.03865870088338852
11,3,2,10,0.05223890021443367
11,3,2,11,0.06317389756441116
11,3,2,12,0.06994350254535675
11,3,2,13,0.072933197021484375
11,3,2,14,0.0731218010187149
11,3,2,15,0.0736159011721611
11,3,2,16,0.07446079701185226
11,3,2,17,0.07421649992465973
11,3,2,18,0.07000909745693207
11,3,2,19,0.061403799802064896
11,3,2,20,0.050504300743341446
11,3,2,21,0.0412072017788887
11,3,2,22,0.03363730013370514
11,3,2,23,0.026224300265312195
11,3,2,24,0.019166599959135056
11,3,5,1,0.010774100199341774
11,3,5,2,0.007643760181963444
11,3,5,3,0.006546409800648689
11,3,5,4,0.006634859833866358
11,3,5,5,0.00953998975455761
11,3,5,6,0.020055100321769714
11,3,5,7,0.04102950170636177
11,3,5,8,0.057972200214862823
11,3,5,9,0.053471099585294724
11,3,5,10,0.05254780128598213
11,3,5,11,0.055060699582099915
11,3,5,12,0.0576740987598896
11,3,5,13,0.05914289876818657
11,3,5,14,0.060801900923252106
11,3,5,15,0.06529849767684937
11,3,5,16,0.07260820269584656
11,3,5,17,0.07738170027732849
11,3,5,18,0.0754816010594368
11,3,5,19,0.058705899864435196
11,3,5,20,0.043986398726701736
11,3,5,21,0.03573089838027954
11,3,5,22,0.03074279986321926
11,3,5,23,0.02385210059583187
11,3,5,24,0.017317699268460274
11,4,2,1,0.021473899483680725
11,4,2,2,0.014442799612879753
11,4,2,3,0.010968400165438652
11,4,2,4,0.007494510151445866
11,4,2,5,0.006838549859821796
11,4,2,6,0.010358800180256367
11,4,2,7,0.018430400639772415
11,4,2,8,0.02681170031428337
11,4,2,9,0.036385200917720795
11,4,2,10,0.04754069820046425
11,4,2,11,0.05746639892458916
11,4,2,12,0.06507860124111176
11,4,2,13,0.07132279872894287
11,4,2,14,0.07149170339107513
11,4,2,15,0.0717225968837738
11,4,2,16,0.07200609892606735
11,4,2,17,0.07114870101213455
11,4,2,18,0.06788740307092667
11,4,2,19,0.06177179887890816
11,4,2,20,0.05168820172548294
11,4,2,21,0.042865801602602005
11,4,2,22,0.03803019970655441
11,4,2,23,0.032207198441028595
11,4,2,24,0.024567700922489166
11,4,5,1,0.009862110018730164
11,4,5,2,0.006272479891777039
11,4,5,3,0.005057670176029205
11,4,5,4,0.004666860215365887
11,4,5,5,0.00699468981474638
11,4,5,6,0.018494000658392906
11,4,5,7,0.04595649987459183
11,4,5,8,0.06964439898729324
11,4,5,9,0.06082789972424507
11,4,5,10,0.050286199897527695
11,4,5,11,0.049935098737478256
11,4,5,12,0.05436540022492409
11,4,5,13,0.05764620006084442
11,4,5,14,0.058031901717185974
11,4,5,15,0.06225540116429329
11,4,5,16,0.07100489735603333
11,4,5,17,0.07697249948978424
11,4,5,18,0.07743199914693832
11,4,5,19,0.059783000499010086
11,4,5,20,0.04439229890704155
11,4,5,21,0.03544579818844795
11,4,5,22,0.03182400017976761
11,4,5,23,0.024941900745034218
11,4,5,24,0.017906799912452698
11,5,2,1,0.021473899483680725
11,5,2,2,0.014442799612879753
11,5,2,3,0.010968400165438652
11,5,2,4,0.007494510151445866
11,5,2,5,0.006838549859821796
11,5,2,6,0.010358800180256367
11,5,2,7,0.018430400639772415
11,5,2,8,0.02681170031428337
11,5,2,9,0.036385200917720795
11,5,2,10,0.04754069820046425
11,5,2,11,0.05746639892458916
11,5,2,12,0.06507860124111176
11,5,2,13,0.07132279872894287
11,5,2,14,0.07149170339107513
11,5,2,15,0.0717225968837738
11,5,2,16,0.07200609892606735
11,5,2,17,0.07114870101213455
11,5,2,18,0.06788740307092667
11,5,2,19,0.06177179887890816
11,5,2,20,0.05168820172548294
11,5,2,21,0.042865801602602005
11,5,2,22,0.03803019970655441
11,5,2,23,0.032207198441028595
11,5,2,24,0.024567700922489166
11,5,5,1,0.009862110018730164
11,5,5,2,0.006272479891777039
11,5,5,3,0.005057670176029205
11,5,5,4,0.004666860215365887
11,5,5,5,0.00699468981474638
11,5,5,6,0.018494000658392906
11,5,5,7,0.04595649987459183
11,5,5,8,0.06964439898729324
11,5,5,9,0.06082789972424507
11,5,5,10,0.050286199897527695
11,5,5,11,0.049935098737478256
11,5,5,12,0.05436540022492409
11,5,5,13,0.05764620006084442
11,5,5,14,0.058031901717185974
11,5,5,15,0.06225540116429329
11,5,5,16,0.07100489735603333
11,5,5,17,0.07697249948978424
11,5,5,18,0.07743199914693832
11,5,5,19,0.059783000499010086
11,5,5,20,0.04439229890704155
11,5,5,21,0.03544579818844795
11,5,5,22,0.03182400017976761
11,5,5,23,0.024941900745034218
11,5,5,24,0.017906799912452698
21,1,2,1,0.021473899483680725
21,1,2,2,0.014442799612879753
21,1,2,3,0.010968400165438652
21,1,2,4,0.007494510151445866
21,1,2,5,0.006838549859821796
21,1,2,6,0.010358800180256367
21,1,2,7,0.018430400639772415
21,1,2,8,0.02681170031428337
21,1,2,9,0.036385200917720795
21,1,2,10,0.04754069820046425
21,1,2,11,0.05746639892458916
21,1,2,12,0.06507860124111176
21,1,2,13,0.07132279872894287
21,1,2,14,0.07149170339107513
21,1,2,15,0.0717225968837738
21,1,2,16,0.07200609892606735
21,1,2,17,0.07114870101213455
21,1,2,18,0.06788740307092667
21,1,2,19,0.06177179887890816
21,1,2,20,0.05168820172548294
21,1,2,21,0.042865801602602005
21,1,2,22,0.03803019970655441
21,1,2,23,0.032207198441028595
21,1,2,24,0.024567700922489166
21,1,5,1,0.009862110018730164
21,1,5,2,0.006272479891777039
21,1,5,3,0.005057670176029205
21,1,5,4,0.004666860215365887
21,1,5,5,0.00699468981474638
21,1,5,6,0.018494000658392906
21,1,5,7,0.04595649987459183
21,1,5,8,0.06964439898729324
21,1,5,9,0.06082789972424507
21,1,5,10,0.050286199897527695
21,1,5,11,0.049935098737478256
21,1,5,12,0.05436540022492409
21,1,5,13,0.05764620006084442
21,1,5,14,0.058031901717185974
21,1,5,15,0.06225540116429329
21,1,5,16,0.07100489735603333
