sourceTypeID,monthID,monthVMTFraction
11,12,0.02415129914879799
11,11,0.04420140013098717
11,10,0.09501030296087265
11,9,0.11323799937963486
11,8,0.13488300144672394
11,7,0.13328799605369568
11,6,0.12690800428390503
11,5,0.11938899755477905
11,4,0.10070600360631943
11,3,0.05832760035991669
11,2,0.023695599287748337
11,1,0.026201900094747543
21,1,0.07308559864759445
21,2,0.06971260160207748
21,3,0.08173149824142456
21,4,0.08230219781398773
21,5,0.08750279992818832
21,6,0.0882716029882431
21,7,0.09232509881258011
21,8,0.09342969954013824
21,9,0.08468060195446014
21,10,0.08651600033044815
21,11,0.08022820204496384
21,12,0.08021409809589386
31,1,0.07308559864759445
31,2,0.06971260160207748
31,3,0.08173149824142456
31,4,0.08230219781398773
31,5,0.08750279992818832
31,6,0.0882716029882431
31,7,0.09232509881258011
31,8,0.09342969954013824
31,9,0.08468060195446014
31,10,0.08651600033044815
31,11,0.08022820204496384
31,12,0.08021409809589386
32,1,0.07308559864759445
32,2,0.06971260160207748
32,3,0.08173149824142456
32,4,0.08230219781398773
32,5,0.08750279992818832
32,6,0.0882716029882431
32,7,0.09232509881258011
32,8,0.09342969954013824
32,9,0.08468060195446014
32,10,0.08651600033044815
32,11,0.08022820204496384
32,12,0.08021409809589386
41,1,0.07308559864759445
41,2,0.06971260160207748
41,3,0.08173149824142456
41,4,0.08230219781398773
41,5,0.08750279992818832
41,6,0.0882716029882431
41,7,0.09232509881258011
41,8,0.09342969954013824
41,9,0.08468060195446014
41,10,0.08651600033044815
41,11,0.08022820204496384
41,12,0.08021409809589386
42,1,0.07308559864759445
42,2,0.06971260160207748
42,3,0.08173149824142456
42,4,0.08230219781398773
42,5,0.08750279992818832
42,6,0.0882716029882431
42,7,0.09232509881258011
42,8,0.09342969954013824
42,9,0.08468060195446014
42,10,0.08651600033044815
42,11,0.08022820204496384
42,12,0.08021409809589386
43,1,0.07308559864759445
43,2,0.06971260160207748
43,3,0.08173149824142456
43,4,0.08230219781398773
43,5,0.08750279992818832
43,6,0.0882716029882431
43,7,0.09232509881258011
43,8,0.09342969954013824
43,9,0.08468060195446014
43,10,0.08651600033044815
43,11,0.08022820204496384
43,12,0.08021409809589386
51,1,0.07308559864759445
51,2,0.06971260160207748
51,3,0.08173149824142456
51,4,0.08230219781398773
51,5,0.08750279992818832
51,6,0.0882716029882431
51,7,0.09232509881258011
51,8,0.09342969954013824
51,9,0.08468060195446014
51,10,0.08651600033044815
51,11,0.08022820204496384
51,12,0.08021409809589386
52,1,0.07308559864759445
52,2,0.06971260160207748
52,3,0.08173149824142456
52,4,0.08230219781398773
52,5,0.08750279992818832
52,6,0.0882716029882431
52,7,0.09232509881258011
52,8,0.09342969954013824
52,9,0.08468060195446014
52,10,0.08651600033044815
52,11,0.08022820204496384
52,12,0.08021409809589386
53,1,0.07308559864759445
53,2,0.06971260160207748
53,3,0.08173149824142456
53,4,0.08230219781398773
53,5,0.08750279992818832
53,6,0.0882716029882431
53,7,0.09232509881258011
53,8,0.09342969954013824
53,9,0.08468060195446014
53,10,0.08651600033044815
53,11,0.08022820204496384
53,12,0.08021409809589386
54,1,0.07308559864759445
54,2,0.06971260160207748
54,3,0.08173149824142456
54,4,0.08230219781398773
54,5,0.08750279992818832
54,6,0.0882716029882431
54,7,0.09232509881258011
54,8,0.09342969954013824
54,9,0.08468060195446014
54,10,0.08651600033044815
54,11,0.08022820204496384
54,12,0.08021409809589386
61,1,0.07308559864759445
61,2,0.06971260160207748
61,3,0.08173149824142456
61,4,0.08230219781398773
61,5,0.08750279992818832
61,6,0.0882716029882431
61,7,0.09232509881258011
61,8,0.09342969954013824
61,9,0.08468060195446014
61,10,0.08651600033044815
61,11,0.08022820204496384
61,12,0.08021409809589386
62,1,0.07308559864759445
62,2,0.06971260160207748
62,3,0.08173149824142456
62,4,0.08230219781398773
62,5,0.08750279992818832
62,6,0.0882716029882431
62,7,0.09232509881258011
62,8,0.09342969954013824
62,9,0.08468060195446014
62,10,0.08651600033044815
62,11,0.08022820204496384
62,12,0.08021409809589386
